,courses_id,course_name,department_id
495,APPM 3310, Matrix Methods and Applications,APPM
496,APPM 3350, Advanced Engineering Calculus,APPM
497,APPM 3570, Applied Probability,APPM
498,APPM 4120, Introduction to Operations Research,APPM
499,APPM 4320, Introduction to Dynamics on Networks,APPM
500,APPM 4350, Methods in Applied Mathematics: Fourier Series and Boundary Value Problems,APPM
501,APPM 4360, Methods in Applied Mathematics: Complex Variables and Applications,APPM
502,APPM 4370, Computational Neuroscience,APPM
503,APPM 4380, Modeling in Applied Mathematics,APPM
504,APPM 4390, Modeling in Mathematical Biology,APPM
505,APPM 4440, Undergraduate Applied Analysis 1,APPM
506,APPM 4450, Undergraduate Applied Analysis 2,APPM
507,APPM 4490, Theory of Machine Learning,APPM
508,APPM 4510, Data Assimilation in High Dimensional Dynamical Systems,APPM
509,APPM 4515, High-Dimensional Probability for Data Science,APPM
510,APPM 4530, Stochastic Analysis for Finance,APPM
511,APPM 4560," Markov Processes, Queues, and Monte Carlo Simulations",APPM
512,APPM 4565, Random Graphs,APPM
513,APPM 4570, Statistical Methods,APPM
514,APPM 4590, Statistical Modeling,APPM
515,APPM 4600, Numerical Methods and Scientific Computing,APPM
516,APPM 4610, Numerical Differential Equations,APPM
517,APPM 4650, Intermediate Numerical Analysis 1,APPM
518,APPM 4660, Intermediate Numerical Analysis 2,APPM
519,APPM 4720, Open Topics in Applied Mathematics,APPM
520,APPM 4840, Reading and Research in Applied Mathematics,APPM
521,APPM 4950, Seminar in Applied Mathematics,APPM
522,APPM 5120, Introduction to Operations Research,APPM
523,APPM 5320, Introduction to Dynamics on Networks,APPM
524,APPM 5350, Methods in Applied Mathematics: Fourier Series and Boundary Value Problems,APPM
525,APPM 5360, Methods in Applied Mathematics: Complex Variables and Applications,APPM
526,APPM 5370, Computational Neuroscience,APPM
527,APPM 5380, Modeling in Applied Mathematics,APPM
528,APPM 5390, Modeling in Mathematical Biology,APPM
529,APPM 5430, Methods in Applied Mathematics: Applications of Complex Variables,APPM
530,APPM 5440, Applied Analysis 1,APPM
531,APPM 5450, Applied Analysis 2,APPM
532,APPM 5460, Methods in Applied Mathematics: Dynamical Systems and Differential Equations,APPM
533,APPM 5470, Methods of Applied Mathematics: Partial Differential and Integral Equations,APPM
534,APPM 5480, Methods of Applied Mathematics: Approximation Methods,APPM
535,APPM 5490, Theory of Machine Learning,APPM
536,APPM 5510, Data Assimilation in High Dimensional Dynamical Systems,APPM
537,APPM 5515, High-Dimensional Probability for Data Science,APPM
538,APPM 5530, Stochastic Analysis for Finance,APPM
539,APPM 5560," Markov Processes, Queues, and Monte Carlo Simulations",APPM
540,APPM 5565, Random Graphs,APPM
541,APPM 5570, Statistical Methods,APPM
542,APPM 5580, Introduction to Statistical Learning,APPM
543,APPM 5590, Statistical Modeling,APPM
544,APPM 5600, Numerical Analysis 1,APPM
545,APPM 5610, Numerical Analysis 2,APPM
546,APPM 5620, Numerical Linear Algebra,APPM
547,APPM 5650, Randomized Algorithms,APPM
548,APPM 5720, Open Topics in Applied Mathematics,APPM
549,APPM 6470, Advanced Partial Differential Equations,APPM
550,APPM 6520, Mathematical Statistics,APPM
551,APPM 6550, Introduction to Stochastic Processes,APPM
552,APPM 6560, Measure-Theoretic Probability,APPM
553,APPM 6570, Stochastic Differential Equations,APPM
554,APPM 6610, Introduction to Numerical Partial Differential Equations,APPM
555,APPM 6640, Multigrid Methods,APPM
556,APPM 6900, Independent Study,APPM
557,APPM 6930, Professional Master's Culminating Experience,APPM
558,APPM 6940, Master's Candidate for Degree,APPM
559,APPM 6950, Master's Thesis,APPM
560,APPM 7100, Mathematical Methods in Dynamical Systems,APPM
561,APPM 7300, Nonlinear Waves and Integrable Equations,APPM
562,APPM 7400, Topics in Applied Mathematics,APPM
563,APPM 7900, Independent Study,APPM
564,APPM 8000, Colloquium in Applied Mathematics,APPM
565,APPM 8100, Seminar in Dynamical Systems,APPM
566,APPM 8300, Nonlinear Waves Seminar,APPM
567,APPM 8400, Mathematical Biology Seminar,APPM
568,APPM 8500," Statistics, Optimization and Machine Learning Seminar",APPM
569,APPM 8600, Seminar in Computational Mathematics,APPM
570,APPM 8990, Doctoral Dissertation,APPM
571,ARAB 1010, Beginning Arabic 1,ARAB
572,ARAB 1011, Introduction to Arab and Islamic Civilizations,ARAB
573,ARAB 1020, Beginning Arabic 2,ARAB
574,ARAB 2110, Intermediate Arabic 1,ARAB
575,ARAB 2120, Intermediate Arabic 2,ARAB
576,ARAB 2231," Love, Loss and Longing in Classical Arabic Literature",ARAB
577,ARAB 2320," The Muslim World, 600-1250",ARAB
578,ARAB 3110, Advanced Arabic 1,ARAB
579,ARAB 3120, Advanced Arabic 2,ARAB
580,ARAB 3220," Arabian Nights, Arabian Days: Popular Literature in the Arab World and Beyond",ARAB
581,ARAB 3221, The Making of Middle Eastern Identities: Arabs and Their Â¿OthersÂ¿,ARAB
582,ARAB 3230, Islamic Culture and the Iberian Peninsula,ARAB
583,ARAB 3231, In the Footsteps of Travelers: Travel Writing in Arabic Lit,ARAB
584,ARAB 3241, Art in Islamic Cultures,ARAB
585,ARAB 3330, The Arabic Novel,ARAB
586,ARAB 3331, Arabic Poetry,ARAB
587,ARAB 3340, Representing Islam,ARAB
588,ARAB 3350, Narrating the City: Literary Mappings of the Urban Landscape,ARAB
589,ARAB 3360," Tradition, Authenticity, and Reform in Islam",ARAB
590,ARAB 3410," Gender, Sexuality and Culture in the Modern Middle East",ARAB
591,ARAB 4200, Advanced Readings in Arabic,ARAB
592,ARAB 4250, Arabic Media,ARAB
593,ARAB 4840, Independent Study,ARAB
594,AREN 1027, Engineering Drawing,AREN
595,AREN 1316, Introduction to Architectural Engineering,AREN
596,AREN 2050, Building Materials and Systems,AREN
597,AREN 2110, Thermodynamics,AREN
598,AREN 2120, Fluid Mechanics and Heat Transfer,AREN
599,AREN 2121, Heat Transfer,AREN
600,AREN 2830, Special Topics,AREN
601,AREN 3010, Energy Efficient Buildings,AREN
602,AREN 3040, Circuits for Architectural Engineers,AREN
603,AREN 3080, Architectural Design Studio 1,AREN
604,AREN 3140, Illumination Laboratory,AREN
605,AREN 3430, Architectural (Interior) Lighting Design,AREN
606,AREN 3440, Architectural Daylighting Design,AREN
607,AREN 3540, Illumination I,AREN
608,AREN 4010, Energy System Modeling and Control,AREN
609,AREN 4080, Architectural Design Studio 2,AREN
610,AREN 4110, HVAC System Design,AREN
611,AREN 4130, Optical Design for Illumination and Solid State Lighting,AREN
612,AREN 4315, Design of Masonry Structures,AREN
613,AREN 4318, Architectural Engineering Design 1,AREN
614,AREN 4319, Architectural Engineering Design 2,AREN
615,AREN 4440, Lighting Design Capstone,AREN
616,AREN 4506, Pre-construction Estimating and Scheduling,AREN
617,AREN 4530, Advanced Lighting Design,AREN
618,AREN 4540, Exterior Lighting Systems,AREN
619,AREN 4550, Illumination 2,AREN
620,AREN 4560, Luminous Radiative Transfer,AREN
621,AREN 4570, Building Electrical Systems Design 1,AREN
622,AREN 4580, Daylighting,AREN
623,AREN 4590, Computer Graphics in Lighting Engineering,AREN
624,AREN 4606, Construction Project Execution and Control,AREN
625,AREN 4620, Adaptive Lighting Systems,AREN
626,AREN 4830, Special Topics for Seniors/Grads,AREN
627,AREN 4849, Independent Study,AREN
628,AREN 4890, Sustainable Building Design,AREN
629,AREN 4990, Compu Fluid Dynamics (CFD) Analysis for Built/Natural Envmnts,AREN
630,AREN 5001," Building Energy Systems: Thermal, Electrical & Lighting Sys",AREN
631,AREN 5010, Energy System Modeling and Control,AREN
632,AREN 5020, Building Energy Audits,AREN
633,AREN 5030, Data Science for Energy and Buildings,AREN
634,AREN 5050, Advanced Solar Design,AREN
635,AREN 5060, Distributed Electricity Generation,AREN
636,AREN 5070, Thermal Analysis of Buildings,AREN
637,AREN 5080, Computer Simulation of Building Energy Systems,AREN
638,AREN 5090, Optimizing Grid Connected Systems,AREN
639,AREN 5110, HVAC System Design,AREN
640,AREN 5130, Optical Design for Illumination and Solid State Lighting,AREN
641,AREN 5510, Architectural Lighting I,AREN
642,AREN 5520, Architectural Lighting II,AREN
643,AREN 5530, Architectural Lighting Capstone,AREN
644,AREN 5540, Exterior Lighting Systems,AREN
645,AREN 5570, Building Electrical Systems Design 1,AREN
646,AREN 5580, Daylighting,AREN
647,AREN 5620, Adaptive Lighting Systems,AREN
648,AREN 5650, Forensic Engineering,AREN
649,AREN 5660, Embodied Carbon in Buildings,AREN
650,AREN 5830, Architectural Engineering Special Topic,AREN
651,AREN 5849, Independent Study in Architectural Engineering,AREN
652,AREN 5890, Sustainable Building Design,AREN
653,AREN 5990, Compu Fluid Dynamics (CFD) Analysis for Built/Natural Envmnts,AREN
654,AREN 6940, Master's Candidate for Degree,AREN
655,AREN 6950, Master's Thesis,AREN
656,AREN 6960, Master's Report,AREN
657,AREN 8990, Doctoral Dissertation,AREN
658,ARCH 2100, Studio 1: Foundations of Architecture,ARCH
659,ARCH 2115, Architecture Materials and Methods,ARCH
660,ARCH 3100, Studio 2: Intermediate Architecture,ARCH
661,ARCH 3114, History and Theory of Architecture 1,ARCH
662,ARCH 3214, History and Theory of Architecture 2,ARCH
663,ARCH 4010, Architectural Appreciation and Design,ARCH
664,ARCH 4100, Studio 3: Capstone in Architecture,ARCH
665,ARCH 4115, Architecture Building Technology,ARCH
666,ARTF 5000, Advanced Digital Postproduction,ARTF
667,ARTF 5003, Film and Literature,ARTF
668,ARTF 5004, Topics in Film Theory,ARTF
669,ARTF 5010, Topics in Film Production,ARTF
670,ARTF 5013," Film, Photography and Modernism",ARTF
671,ARTF 5021, Directing/Acting for the Camera,ARTF
672,ARTF 5023, Topics in International Cinema,ARTF
673,ARTF 5024, Advanced Research Seminar,ARTF
674,ARTF 5040, Advanced Analog Alchemy,ARTF
675,ARTF 5043, Topics in Cinema Critical Studies,ARTF
676,ARTF 5105, Advanced Screenwriting,ARTF
677,ARTF 5200, Flow Visualization,ARTF
678,ARTF 5400, Digital Post-Production,ARTF
679,ARTF 5453, History of Avant-Garde Film,ARTF
680,ARTF 5500, Cinema Production 2,ARTF
681,ARTF 5604, Colloquium in Film Aesthetics,ARTF
682,ARTF 5610, Image-makers Graduate Seminar,ARTF
683,ARTF 5717, Graduate Studio Critique,ARTF
684,ARTF 5846, Graduate Independent Study-Video,ARTF
685,ARTF 5857, Graduate Independent Study,ARTF
686,ARTF 6959, Master's Thesis,ARTF
687,ARTH 1300, History of World Art 1,ARTH
688,ARTH 1400, History of World Art 2,ARTH
689,ARTH 1500, Global Art and Visual Culture,ARTH
690,ARTH 1509," Trash and Treasure, Temples and Tombs: Art and Archaeology of the Ancient World",ARTH
691,ARTH 1600, U.S. Art Across Cultures,ARTH
692,ARTH 1709, Freshmen Seminar: Critical Introduction to Art History,ARTH
693,ARTH 2029, Art and Archaeology of Ancient Egypt,ARTH
694,ARTH 2039, Greek Art and Archaeology,ARTH
695,ARTH 2049, Introduction to Roman Art and Architecture,ARTH
696,ARTH 2409, Intro to Asian Art,ARTH
697,ARTH 3009, Critical Thinking in Art History,ARTH
698,ARTH 3019, Pompeii and the Cities of Vesuvius,ARTH
699,ARTH 3079, Medieval Art Survey,ARTH
700,ARTH 3109, Art in Contemporary Society,ARTH
701,ARTH 3209," Art, Culture, and Gender Diversity, 1400--1600: Renaissance Art Out of the Canon",ARTH
702,ARTH 3241, Art in Islamic Cultures,ARTH
703,ARTH 3301, Modern Art and Design at the Bauhaus,ARTH
704,ARTH 3329, Art in France: Revolution to 1870,ARTH
705,ARTH 3339, Art in France: 1870-1970,ARTH
706,ARTH 3359, Art in Spain: Goya to 1900,ARTH
707,ARTH 3369, Art in Spain: 1900-1990,ARTH
708,ARTH 3419, Modern Art Survey,ARTH
709,ARTH 3509, American Art,ARTH
710,ARTH 3519," Modern Architecture, 1780--1960",ARTH
711,ARTH 3539, Contemporary Art,ARTH
712,ARTH 3619, The Arts of China,ARTH
713,ARTH 3629, The Arts of Japan,ARTH
714,ARTH 3719, History of Media Arts,ARTH
715,ARTH 3729, Foundations in Latin American Art,ARTH
716,ARTH 3929, Special Topics in Art History,ARTH
717,ARTH 4029, Art History Research Methods,ARTH
718,ARTH 4069, Medieval Manuscripts,ARTH
719,ARTH 4089, Romanesque and Gothic Art,ARTH
720,ARTH 4099, Ancient Greek Sculpture,ARTH
721,ARTH 4109, Ancient Italian Painting,ARTH
722,ARTH 4119, Roman Sculpture,ARTH
723,ARTH 4129, Aegean Art and Archaeology,ARTH
724,ARTH 4139, Greek Vase Painting,ARTH
725,ARTH 4149, Greek Cities and Sanctuaries,ARTH
726,ARTH 4169, Topics in Ancient and Classical Art and Archaeology,ARTH
727,ARTH 4189, Medieval Art,ARTH
728,ARTH 4199, Roman Architecture,ARTH
729,ARTH 4209, Classical Archaeological Field Methods,ARTH
730,ARTH 4229, Ancient Egyptian Art and Archaeology,ARTH
731,ARTH 4269, Art and Archaeology of the Ancient Near East,ARTH
732,ARTH 4279, Michelangelo (1475-1564),ARTH
733,ARTH 4309, Neoclassicism and Romanticism: 1760-1840,ARTH
734,ARTH 4319, European Art from 1830 to 1886,ARTH
735,ARTH 4329, Modern Art 1,ARTH
736,ARTH 4339, Modern Art 2,ARTH
737,ARTH 4419, The Arts of Colonial Mexico and Peru,ARTH
738,ARTH 4449, Arts of India and Southeast Asia,ARTH
739,ARTH 4459, Precolumbian Art of Mesoamerica,ARTH
740,ARTH 4559, Twentieth-Century Architecture,ARTH
741,ARTH 4569, United States Architecture,ARTH
742,ARTH 4599, Contemporary Architecture,ARTH
743,ARTH 4609, Critical Issues in Photography,ARTH
744,ARTH 4639, Manet Seminar,ARTH
745,ARTH 4649, Impressionism & Post-Impressionism,ARTH
746,ARTH 4669, Romanticism & Realism,ARTH
747,ARTH 4689, Post-Impressionism Seminar,ARTH
748,ARTH 4699, The Idea of Art,ARTH
749,ARTH 4739, The Intellectual Roots of Italian Renaissance Art,ARTH
750,ARTH 4749, Italian Renaissance Art: Studies in the Exchange between Theory and Practice,ARTH
751,ARTH 4769, Gender Studies in Early Modern Visual Culture,ARTH
752,ARTH 4909, Independent Study---Art History,ARTH
753,ARTH 4919, Capstone Seminar: Topics in Art History,ARTH
754,ARTH 4929, Special Topics in Art History,ARTH
755,ARTH 4939, Art Museum Internship,ARTH
756,ARTH 4959, Art History Honors Thesis,ARTH
757,ARTH 5029, Art History Research Methods,ARTH
758,ARTH 5099, Ancient Greek Sculpture,ARTH
759,ARTH 5109, Ancient Italian Painting,ARTH
760,ARTH 5119, Roman Sculpture,ARTH
761,ARTH 5139, Greek Vase Painting,ARTH
762,ARTH 5159, Hellenistic Art and Archaeology,ARTH
763,ARTH 5169, Topics in Ancient and Classical Art and Archaeology,ARTH
764,ARTH 5179, City of Athens,ARTH
765,ARTH 5189, City of Rome,ARTH
766,ARTH 5229, Ancient Egyptian Art and Archaeology,ARTH
767,ARTH 5269, Art and Archaeology of the Ancient Near East,ARTH
768,ARTH 5909, Graduate Independent Study---Art History,ARTH
769,ARTH 5929, Special Topics in Art History,ARTH
770,ARTH 5939, Art Museum Internship,ARTH
771,ARTH 5949, Visiting Scholars Seminar,ARTH
772,ARTH 5959, Introduction to Critical Theory for Visual Studies,ARTH
773,ARTH 6150, Critical and Theoretical Issues in Museums,ARTH
774,ARTH 6559, Power & Visuality After the Conquest,ARTH
775,ARTH 6779, Visualizing Gender Before and After the Conquest,ARTH
776,ARTH 6929, Seminar: Theories of Art History,ARTH
777,ARTH 6939, Graduate Seminar: Open Topics in Art History,ARTH
778,ARTH 6949, Master's Candidate for Degree,ARTH
779,ARTH 6959, Master's Thesis,ARTH
780,ARTH 6969, Master's Project (Art History),ARTH
781,ARTH 8990, Doctoral Dissertation,ARTH
782,ARSC 1000, Expository Writing,ARSC
783,ARSC 1080, College Writing and Research,ARSC
784,ARSC 1081, SASC Coseminar: College Writing and Research,ARSC
785,ARSC 1150, Writing in Arts and Sciences,ARSC
786,ARSC 1200, Topics in Arts and Sciences,ARSC
787,ARSC 1400, SASC Coseminar: Chemistry 1 & 2,ARSC
788,ARSC 1420, SASC Coseminar: Introduction to EEB,ARSC
789,ARSC 1432, SASC Coseminar: Economics,ARSC
790,ARSC 1440, SASC Coseminar: Mathematics,ARSC
791,ARSC 1450, Intro to STEM Research Method: In the Field and at the Bench,ARSC
792,ARSC 1460, SASC Coseminar: Biology,ARSC
793,ARSC 1470, MASP Natural Science Seminar,ARSC
794,ARSC 1480, MASP Social Science Seminar,ARSC
795,ARSC 1490, MASP Humanities Seminar,ARSC
796,ARSC 1492, MASP Research Seminar,ARSC
797,ARSC 1520," Health, Society, and Wellness in COVID-19 Times",ARSC
798,ARSC 1550, Making the Self: Tools for Well-Being and Success in College,ARSC
799,ARSC 1600, The University of Colorado Experience,ARSC
800,ARSC 1710, SASC Coseminar: Mathematics,ARSC
801,ARSC 1720, SASC Coseminar: Calculus Work Group,ARSC
802,ARSC 1800, Methods of Inquiry,ARSC
803,ARSC 2000, Ways of Knowing: Constructions of Knowledge in the Academy and Beyond,ARSC
804,ARSC 2274, Peer Counseling,ARSC
805,ARSC 2400, SASC Coseminar: Organic Chemistry,ARSC
806,ARSC 2470, SASC Coseminar: Physics 1 and 2,ARSC
807,ARSC 3001, Social Engagement & Human Rights: The South Africa Model,ARSC
808,ARSC 3100, Multicultural Perspective and Academic Discourse,ARSC
809,ARSC 3600, Diversity Issues: Higher Education,ARSC
810,ARSC 3650, Diversity Issues in Graduate Education,ARSC
811,ARSC 3700, McNair Seminar: Research Design,ARSC
812,ARSC 3935, Internship,ARSC
813,ARSC 4000, Multimedia Applications in Foreign/Second Language Education,ARSC
814,ARSC 4040, Arts and Sciences Special Topics,ARSC
815,ARSC 4700, The McNair Seminar: Research Practices and Procedures,ARSC
816,ARSC 4750, CU in DC Seminar,ARSC
817,ARSC 4909, Senior Thesis for Individually Structured Major,ARSC
818,ARSC 4910, McNair Practicum: Principles and Practices of University Teaching,ARSC
819,ARSC 4930, CU in DC Internship,ARSC
820,ARSC 5000, Multimedia Applications in Foreign/Second Language Education,ARSC
821,ARSC 5040, Arts and Sciences Special Topics,ARSC
822,ARSC 5050, Graduate Seminar on Applied Behavior Science 1,ARSC
823,ARSC 5060, Graduate Seminar on Applied Behavior Science 2,ARSC
824,ARTS 1003, Printmaking for Non-Majors,ARTS
825,ARTS 1010, Introduction to Studio Art,ARTS
826,ARTS 1012, Drawing for Non-Majors,ARTS
827,ARTS 1020, Introduction to Studio Art 2,ARTS
828,ARTS 1030, Principles of Color,ARTS
829,ARTS 1171, Photography for Non-Majors,ARTS
830,ARTS 1212, Painting for Non-Majors,ARTS
